EMG,Force
samples,1.066
time,1.064
value,1.062
0,1.062
0,1.065
0,1.058
0,1.069
0,1.069
0,1.068
0,1.058
0,1.065
0,1.062
0,1.061
0,1.061
0,1.066
0,1.065
0,1.06
0,1.061
0,1.055
0,1.068
0,1.065
0,1.058
0,1.061
0,1.069
0,1.069
0,1.067
0,1.066
0,1.069
0,1.065
0,1.065
0,1.062
0,1.065
0,1.07
0,1.066
0,1.062
0,1.063
0,1.058
0,1.065
0,1.061
0,1.07
0,1.071
0,1.06
0,1.07
0,1.063
0,1.063
0,1.065
0,1.063
0,1.063
0,1.055
0,1.047
0,1.069
0,1.065
0,1.063
0,1.069
0,1.065
0,1.066
0,1.066
0,1.061
0,1.065
0,1.069
0,1.058
0,1.063
0,1.069
0,1.069
0,1.063
0,1.07
0,1.066
0,1.065
0,1.061
0,1.069
0,1.069
0,1.06
0,1.067
0,1.065
0,1.065
0,1.061
0,1.065
0,1.069
0,1.068
0,1.06
0,1.065
0,1.069
0,1.068
0,1.059
0,1.062
0,1.061
0,1.064
0,1.061
0,1.059
0,1.061
0,1.061
0,1.065
0,1.06
0,1.066
0,1.063
0,1.068
0,1.053
0,1.066
0,1.071
0,1.061
0,1.06
0,1.059
0,1.061
0,1.068
0,1.062
0,1.08
0,1.07
0,1.066
0,1.066
0,1.065
0,1.061
0,1.059
0,1.06
0,1.065
0,1.065
0,1.065
0,1.061
0,1.062
0,1.063
0,1.065
0,1.06
0,1.069
0,1.059
0,1.061
0,1.067
0,1.065
0,1.065
0,1.062
0,1.069
0,1.068
0,1.069
0,1.053
0,1.066
0,1.061
0,1.06
0,1.063
0,1.074
0,1.071
0,1.063
0,1.062
0,1.063
0,1.063
0,1.062
0,1.065
0,1.069
0,1.058
0,1.062
0,1.057
0,1.069
0,1.056
0,1.065
0,1.068
0,1.069
0,1.063
0,1.044
0,1.061
0,1.066
0,1.065
0,1.066
0,1.068
0,1.062
0,1.066
0,1.06
0,1.056
0,1.069
0,1.061
0,1.06
0,1.061
0,1.066
0,1.066
0,1.066
0,1.066
0,1.07
0,1.067
0,1.069
0,1.061
0,1.063
0,1.067
0,1.069
0,1.066
0,1.066
0,1.069
0,1.065
0,1.07
0,1.065
0,1.064
0,1.066
0,1.063
0,1.068
0,1.061
0,1.066
0,1.069
0,1.06
0,1.061
0,1.069
0,1.069
0,1.065
0,1.062
0,1.065
0,1.063
0,1.039
0,1.068
0,1.068
0,1.058
0,1.065
0,1.068
0,1.068
0,1.053
0,1.055
0,1.071
0,1.065
0,1.065
0,1.063
0,1.063
0,1.065
0,1.06
0,1.061
0,1.07
0,1.059
0,1.067
0,1.061
0,1.056
0,1.066
0,1.062
0,1.067
0,1.065
0,1.071
0,1.061
0,1.078
0,1.063
0,1.081
0,1.056
0,1.063
0,1.065
0,1.066
0,1.063
0,1.062
0,1.066
0,1.069
0,1.07
0,1.048
0,1.042
0,1.072
0,1.061
0,1.066
0,1.069
0,1.066
0,1.065
0,1.052
0,1.066
0,1.063
0,1.07
0,1.062
0,1.065
0,1.058
0,1.057
0,1.063
0,1.073
0,1.069
0,1.062
0,1.069
0,1.061
0,1.066
0,1.057
0,1.066
0,1.069
0,1.065
0,1.062
0,1.062
0,1.069
0,1.069
0,1.062
0,1.062
0,1.044
