Trial: ,37
Threshold: ,0.0
Maximum EMG: ,0.021765122150912645
Success: ,True

EMG Time,Raw EMG,Filtered EMG,Force Time,Raw Force (V),Filtered Force (N)
0.0,samples,2.0794052061193975e-07,0.471,0.5339999794960022,-2.4354671491844346
0.46551699999999996,time,2.2004723403619114e-07,0.933,0.5720000267028809,-2.353141073740157
0.9310339999999999,value,2.3189251774649047e-07,1.397,0.550000011920929,-2.4015536700659186
1.396552,,2.434228624217903e-07,1.859,0.5419999957084656,-2.4194703431033946
1.862069,,2.5458357030419756e-07,2.324,0.550000011920929,-2.4025194608803204
2.327586,,2.653188988262694e-07,2.789,0.5770000219345093,-2.3441499655474343
2.793103,,2.7557221416512024e-07,3.254,0.5669999718666077,-2.3663515793653573
3.258621,,2.8528615460475924e-07,3.719,0.5669999718666077,-2.366714870800225
3.724138,,2.9440280354799786e-07,4.185,0.5659999847412109,-2.3691943436188363
4.189654999999999,,3.0286387197802285e-07,4.652,0.546999990940094,-2.41081848331579
4.655172,,3.1061089012741557e-07,5.118,0.5299999713897705,-2.4480085871517008
5.12069,,3.1758540806912026e-07,5.585,0.5239999890327454,-2.4611532901500146
5.586207,,3.237292048997351e-07,6.051,0.5320000052452087,-2.4437150179803853
6.051723999999999,,3.28984506140639e-07,6.511,0.5370000004768372,-2.432730887036246
6.517241,,3.332942089370052e-07,6.981,0.515999972820282,-2.478312631156689
6.982759,,3.366021145888218e-07,7.441,0.5540000200271606,-2.395279913765559
7.448276,,3.3885316790178547e-07,7.911,0.5339999794960022,-2.4385416661525885
7.913793000000001,,3.399937027995121e-07,8.369,0.5419999957084656,-2.420742908422279
8.379309999999998,,3.399716935920677e-07,8.84,0.5659999847412109,-2.368038265773495
8.844828000000001,,3.3873701124953393e-07,9.299,0.5379999876022339,-2.4285877372490674
9.310345,,3.362416839833567e-07,9.764,0.5709999799728394,-2.356217553834349
9.775862,,3.324401613927595e-07,10.229,0.5419999957084656,-2.418915584634312
10.241379,,3.2728958138872065e-07,10.696,0.5260000228881836,-2.4532984585506323
10.706897,,3.207500390641043e-07,11.162,0.5640000104904175,-2.3700564215363316
11.172414,,3.127848566356909e-07,11.626,0.5669999718666077,-2.363101713067227
11.637931,,3.0336085354227564e-07,12.092,0.5400000214576721,-2.4215531787990967
12.103447999999998,,2.924486157428954e-07,12.56,0.5370000004768372,-2.427776405253559
12.568966000000001,,2.800227632208102e-07,13.022,0.5529999732971191,-2.392674338470119
13.034483,,2.660622146623161e-07,13.485,0.5540000200271606,-2.3903277632894633
13.5,,2.505504482450108e-07,13.956,0.5239999890327454,-2.455600794694427
13.965517,,2.334757574379921e-07,14.419,0.550000011920929,-2.3989540061608152
